,text,time,hashed_value
154,People who can't remember their passwords shouldn't try to tweet ,Sun May 21 20:07:28 2023,087d7efd9b98c69cf193c8b1fe4080e226ff1013aa74ff72a76ec4f5d94b686a
155,"Sweet! Going on a boat cruise today! A 3 deck ocean liner? Wow, I love my job already lol. (Going to miss nba draft though  )",Sun May 21 20:07:28 2023,6f2d40c3663059651f7664eadedcd5917577ecea06a130627f3f5b3a3f77f8f7
156,Am rocking a Bryan May hairdoo lol can NOT be arsed straightening it but a need too ,Sun May 21 20:07:28 2023,c183f2685ea63b7106e78e7e680a9d0b3c8a119fe64b5198902f7ebf95f1cb54
157,My Son got sick all on delivery  driver then bumped car in front. Every1 fine except woman pretending to have whiplash. shes delusional,Sun May 21 20:07:28 2023,68d3eb00685f3ba444bbf587fd3cfd06ddce89d1d220a81e51ffda320c3cf0c0
158,OMG..last night Brii fell down a flight of stairs at a relatives house  she is fine...just sore.,Sun May 21 20:07:28 2023,508fcb83653a51effdccb6b17ec5d9d668ba0bbf53b8d56d00d45a18e50a8a6c
159,Well my water heater is OFFICIALLY broken!!  No hot water!! I can't believe it!!,Sun May 21 20:07:28 2023,5035ed657f9f9375c3876963adc7358f57c60b40e1e82a0dbbae4d5f8f3469bf
160,"Read to head back up the mountain, but wishing I could see a good friend too, who's in the opposite direction ",Sun May 21 20:07:28 2023,350813cfb2bd9e3fbcc56f04c94bfb61f3c35ae3a374eabba88353e9f615b8a5
161,@han_geng I write for you again &lt;3 cuz I miss you ,Sun May 21 20:07:28 2023,30661609b7d3fd0aee3901af9609d7989ed9b94091dbde158351358a37aff32e
162,"Crap: less than week till my exam and I haven't started the lessons yet, much less written my essays.  It's gonna be a FUN 5 days...",Sun May 21 20:07:28 2023,bde06af1bc07f3cd03f5c9310c1e0076d71b1643c3472483c0ed79c6a8b9e413
163,isnt feeling much love today ,Sun May 21 20:07:28 2023,eae4a299b8ee1fdf95969ee6d5a95bea0dabc22eaf7dd4a1afea9ad7c0afbdf9
164,@UmbilicalBros But I'm in the US!! What about us?? ,Sun May 21 20:07:28 2023,afaade6d15aab328415c246f9f1a6a9ff984e1cf17c2d0dd7b0680d742a155c4
165,@best_mistake http://snurl.com/kuql3 it seems like you need that video more than me right now. Get Better  I don't like seeing you sad ,Sun May 21 20:07:28 2023,dc67ec40dbcecbe71d171947b56d44f1d8bb67c5d6b25843094bc37e46d237f4
166,WOW @keitholbermann worst person in the world SMH http://tinyurl.com/ncavfb what a shame ,Sun May 21 20:07:28 2023,6a06cbe4c5899d200c82f336053e705b9283202cde53545d69b55bae7c3460f6
167,@TweetDeck Why wont tweetdeck keep the group members in sync between computers? mine are definitely not ,Sun May 21 20:07:28 2023,195b36c58c38843fe51b46b0fc676080a58972950606ee71c3b87636c5fc0ee0
168,Thursday? But I still have 2 more days to work ,Sun May 21 20:07:28 2023,875c71f261b87c298dcb33a6341ebef5a023f59ffc20e8c8fc53addb46f175cc
169,@ambersimmons i'm going to keep looking. it seems that every one that looks good to me (ie: tweets my post) has not been tested. ,Sun May 21 20:07:28 2023,be04ea2b9f22105f6dd7f77a48b74d153f7a90431d536fa4a058226bb83492b0
170,my &quot;curse&quot; are showing!!! and I can only get rid if them after july 01  ,Sun May 21 20:07:28 2023,4a614ae14530737e9a870e35f341cd01b1ff42c7af9b57e5a3d52c0c7a6fd359
171,"Good news this morning.Wish I was as excited as everyone else  Will happen, has to happen, waited over 6 mo. 4 it. Make 'em proud.",Sun May 21 20:07:28 2023,0ce379852e49b85d47a82b7f98e8fba4cf09e55dd080904c0c7465af17e86457
172,@zulacat mommy says I can't lay in socks cuz i will poop and pee on dem. ,Sun May 21 20:07:28 2023,f318abe99467773bb2b7695fcf54d576b8e094a259cc98c073530afd641dfea4
173,@cookiecat57 Lucky! There is no sign of the sun here. ,Sun May 21 20:07:28 2023,ef209d66ca49be3ea7b208b131ed5e461b1a5ac3e115285edaa97c0aad9c363b
174,"dang it, had a meeting today but it was rescheduled to next month...i shaved for nothing ",Sun May 21 20:07:28 2023,d8c725e5cabf425ca4babb29b60abdec3d7a6e7140e7040e0dd9f5b77fbef372
175,Markus walks! It's official. Just filmed it with my telephone but seems the camara wasn't on after all. ,Sun May 21 20:07:28 2023,d9808e2d2b95512b9974961d5751e6c7eb300a036e5d4767c01701e15c8ed104
176,i am not a fan of dry spells ,Sun May 21 20:07:28 2023,e1ee18f24715e2ecdf49c34f8937d61644aa0d80e595f4eb757630dee36b7f31
177,stuck a whole hour outside home. i should carry my keys more often. ,Sun May 21 20:07:28 2023,b7386b578cc986be27e258e339c79ae319f0465eacbbbaeb5b3bd477b90a27cb
178,i feel sick. i think i didn't cook my lunch right :| and i don't wanna go to workkkk. boooo ,Sun May 21 20:07:28 2023,64952e7b6b9d2b4c2931a020ee0f02bedb8834df36359f81261a215bdb5e2150
179,@MimiHotLips  my lunch was rubbish... just a crappy sandwich  Now eating my fresh box of fruit.. pic to follow!,Sun May 21 20:07:28 2023,238c8c691307bc48e644b7b5434bc24fb63eb6be41344c8cd07672fe777a5051
180,Oh man. I'm having flu again  Please let me be well tomorrow!!!!!! ,Sun May 21 20:07:28 2023,8bde1c64ebe4e17ac2567b728608b67117c7cccb77016e8e0cce953c58989153
181,I totally jacked up my neck an my back (and my crack). Would muscle relaxers help? Never took em before. Anyone got any? ,Sun May 21 20:07:28 2023,f954a00a72cc0edcd8dd47b14aabf7d1b1af03f35c1d3acea9a85eafb2411c1a
182,@ work in pain my back has been killing me!!! a old injury keeps acting up with the rain!  cant wait for this pain pill to kick in,Sun May 21 20:07:28 2023,db11fdc83c8163912ccb9582b02a31c9880de9580b7a5f552c3486655109ebc3
183,This sickness is annoying. Go away already. ,Sun May 21 20:07:28 2023,720bdefc1dda92421ddb281ac5375003415e966d21af843a9700d287d1fe47e9
184,Last day with the kids is always bitter sweet.....   I'll miss the little guys actually...  ,Sun May 21 20:07:28 2023,92fbc14a8f187b7e0737638586845b3c472048fcf08c5d889cbbec9092c4a421
185,feel terrible on swimwear! Who to do? ,Sun May 21 20:07:28 2023,02431eaee169f0e7f0a7eea3290db18b220db20c167529458bd349b6bbf498ba
186,how to makes him understand about this......... ,Sun May 21 20:07:28 2023,efb019c1e3702ed31a72c1fe740b153919fb11ac13d5f46d5b452b8e2158f997
187,In a meeting until 5pm  wondering when I'm meant to fit in my day job!,Sun May 21 20:07:28 2023,5cb59e737b483c7eff8baa1601ca7a8af8d2cc8052a8427e4c4cbd1beab5ced6
188,"Need to go jobhunting tomorrow, which means I need to write a CV... boring ",Sun May 21 20:07:28 2023,262c1b96ae0e9b25ff07dd147adfe6f4c0f6524aff27fd1aa64ddaca89ab35a1
189,going back to sleep! I'm cranky ,Sun May 21 20:07:28 2023,053daf14c6126bbcbc3045e4977a6f423e331b60423365c00833c93f9b0a8289
190,"just locked herself out  god, do i hate calling the lock&amp;key service ... i seem to being doing that a lot lately *sigh*",Sun May 21 20:07:28 2023,cb00c26e310403e4b9c2789a9b7a98ff35361461e68904fb22a8c44478d2786b
191,home from school. have to learn so much ,Sun May 21 20:07:28 2023,d320f8609f6d8f59224768f922b3b211d5496d79733c204ce43b231d435bff75
192,"@switchfoot Yup, waking up's such a chore! ",Sun May 21 20:07:28 2023,b1e6d5e641f2b34f89c754486a1a81d4fc5ca66340be31fd5f61fd82a62da1cd
193,AAAHHH does anyone near EUR have an iPhone charger? I need one.  Mine's at home and my batteries are running low. ,Sun May 21 20:07:28 2023,c1dff382da6aef5a17867ad37b97230e29f4a43580ebce8b88a4b1ceb1e25425
194,Mmph.  Too many hash browns at breakfast...or something.  Tummy hurts very muchly now.  ,Sun May 21 20:07:28 2023,ed2f26ead0ae7bc5d974103b6502f585a5bd1e9e12c41e76350bb0eea7013b7d
195,Have a good day @cp9549402809.. I miss you already ,Sun May 21 20:07:28 2023,944a8370d114a7f980c819dc58e8e50f56ed44f0a6311cbd96329fcdd4880c34
196,"I just watched little league asia pacific baseball 2009 @ senayan. Whoaaa, but too bad for Indo ",Sun May 21 20:07:28 2023,6cee3482255ae06913b2d3d85ccd6fbf14513ce2687c64ffa0418be9e317f820
197,gutted that i have no telly to watch Wimbers... more gutted about the whole Rafa thing  who do i support now my boy's not playing???,Sun May 21 20:07:28 2023,ac73dba98fbb7287f74b8d8e4414da91bf3d4bd828009634233df61314e838ed
198,"Here's the @eyeweekly ad for Comedy Above The Pub Tonight. http://bit.ly/hRZQn Still not in the comedy grid, though.   http://bit.ly/AChsO",Sun May 21 20:07:28 2023,3e6a38cd43c393fa52898f0daa5e08f25f90dff2a3817f0dbeddd1bafdbd5832
